Año,Grandes Grupos,Quinquenal,Subgrupo Farmacológico,Sexo,Nivel Renta,Situación Laboral,Tamaño Municipio,Personas con medicamento,Porcentaje
2017,15-34 años,25-29 años,N06A - ANTIDEPRESIVOS,Mujer,<18.000 ? /año,No activos,100.001-500.000 hab,1050.0,0.0012
2017,15-34 años,25-29 años,N06A - ANTIDEPRESIVOS,Mujer,<18.000 ? /año,No activos,>500.000 hab,519.0,0.0006
2017,15-34 años,25-29 años,N06A - ANTIDEPRESIVOS,Mujer,Muy baja,Desempleados,10.001-50.000 hab,360.0,0.0004
2017,15-34 años,25-29 años,N06A - ANTIDEPRESIVOS,Mujer,Muy baja,Desempleados,100.001-500.000 hab,372.0,0.0004
2017,15-34 años,30-34 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,Activos,<10.000 hab,537.0,0.0006
2017,15-34 años,30-34 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,Activos,10.001-50.000 hab,741.0,0.0009
2017,15-34 años,30-34 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,Activos,50.001-100.000 hab,431.0,0.0005
2017,15-34 años,30-34 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,Activos,100.001-500.000 hab,562.0,0.0007
2017,15-34 años,30-34 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,Activos,>500.000 hab,285.0,0.0003
2017,15-34 años,30-34 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,No activos,<10.000 hab,350.0,0.0004
2017,15-34 años,30-34 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,No activos,10.001-50.000 hab,473.0,0.0006
2017,15-34 años,30-34 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,No activos,50.001-100.000 hab,346.0,0.0004
2017,15-34 años,30-34 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,No activos,100.001-500.000 hab,604.0,0.0007
2017,15-34 años,30-34 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,Pensionistas,100.001-500.000 hab,294.0,0.0003
2017,15-34 años,30-34 años,N05A - ANTIPSICOTICOS,Hombre,Muy baja,Pensionistas,100.001-500.000 hab,379.0,0.0004
2017,15-34 años,30-34 años,N05A - ANTIPSICOTICOS,Mujer,18.000-99.999 ? /año,Activos,100.001-500.000 hab,264.0,0.0003
2017,15-34 años,30-34 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,Activos,<10.000 hab,823.0,0.001
2017,15-34 años,30-34 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,Activos,10.001-50.000 hab,795.0,0.0009
2017,15-34 años,30-34 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,Activos,50.001-100.000 hab,607.0,0.0007
2017,15-34 años,30-34 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,Activos,100.001-500.000 hab,1136.0,0.0013
2017,15-34 años,30-34 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,Activos,>500.000 hab,494.0,0.0006
2017,15-34 años,30-34 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,Desempleados,<10.000 hab,316.0,0.0004
2017,15-34 años,30-34 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,Desempleados,100.001-500.000 hab,274.0,0.0003
2017,15-34 años,30-34 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,No activos,10.001-50.000 hab,281.0,0.0003
2017,15-34 años,30-34 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,No activos,100.001-500.000 hab,352.0,0.0004
2017,15-34 años,30-34 años,N05A - ANTIPSICOTICOS,Mujer,Muy baja,Desempleados,10.001-50.000 hab,289.0,0.0003
2017,15-34 años,30-34 años,N05A - ANTIPSICOTICOS,Mujer,Muy baja,Desempleados,100.001-500.000 hab,282.0,0.0003
2017,15-34 años,30-34 años,N05A - ANTIPSICOTICOS,Mujer,Muy baja,Pensionistas,100.001-500.000 hab,284.0,0.0003
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Hombre,18.000-99.999 ? /año,Activos,<10.000 hab,872.0,0.001
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Hombre,18.000-99.999 ? /año,Activos,10.001-50.000 hab,1359.0,0.0016
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Hombre,18.000-99.999 ? /año,Activos,50.001-100.000 hab,621.0,0.0007
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Hombre,18.000-99.999 ? /año,Activos,100.001-500.000 hab,1282.0,0.0015
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Hombre,18.000-99.999 ? /año,Activos,>500.000 hab,792.0,0.0009
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Activos,<10.000 hab,4172.0,0.0049
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Activos,10.001-50.000 hab,4990.0,0.0058
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Activos,50.001-100.000 hab,2659.0,0.0031
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Activos,100.001-500.000 hab,4609.0,0.0054
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Activos,>500.000 hab,1787.0,0.0021
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Desempleados,<10.000 hab,520.0,0.0006
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Desempleados,10.001-50.000 hab,920.0,0.0011
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Desempleados,50.001-100.000 hab,593.0,0.0007
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Desempleados,100.001-500.000 hab,946.0,0.0011
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,No activos,<10.000 hab,456.0,0.0005
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,No activos,10.001-50.000 hab,933.0,0.0011
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,No activos,50.001-100.000 hab,624.0,0.0007
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,No activos,100.001-500.000 hab,863.0,0.001
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Pensionistas,<10.000 hab,321.0,0.0004
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Pensionistas,10.001-50.000 hab,307.0,0.0004
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Hombre,Muy baja,Desempleados,<10.000 hab,282.0,0.0003
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Hombre,Muy baja,Desempleados,10.001-50.000 hab,459.0,0.0005
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Hombre,Muy baja,Desempleados,50.001-100.000 hab,304.0,0.0004
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Hombre,Muy baja,Desempleados,100.001-500.000 hab,682.0,0.0008
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Mujer,18.000-99.999 ? /año,Activos,<10.000 hab,831.0,0.001
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Mujer,18.000-99.999 ? /año,Activos,10.001-50.000 hab,1565.0,0.0018
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Mujer,18.000-99.999 ? /año,Activos,50.001-100.000 hab,926.0,0.0011
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Mujer,18.000-99.999 ? /año,Activos,100.001-500.000 hab,1866.0,0.0022
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Mujer,18.000-99.999 ? /año,Activos,>500.000 hab,1188.0,0.0014
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Activos,<10.000 hab,5458.0,0.0064
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Activos,10.001-50.000 hab,8059.0,0.0094
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Activos,50.001-100.000 hab,5053.0,0.0059
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Activos,100.001-500.000 hab,8931.0,0.0105
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Activos,>500.000 hab,3926.0,0.0046
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Desempleados,<10.000 hab,1460.0,0.0017
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Desempleados,10.001-50.000 hab,2029.0,0.0024
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Desempleados,50.001-100.000 hab,975.0,0.0011
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Desempleados,100.001-500.000 hab,1784.0,0.0021
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Desempleados,>500.000 hab,575.0,0.0007
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,No activos,<10.000 hab,1035.0,0.0012
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,No activos,10.001-50.000 hab,1356.0,0.0016
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,No activos,50.001-100.000 hab,859.0,0.001
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,No activos,100.001-500.000 hab,1368.0,0.0016
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,No activos,>500.000 hab,526.0,0.0006
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Otras situaciones,<10.000 hab,304.0,0.0004
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Otras situaciones,10.001-50.000 hab,401.0,0.0005
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Otras situaciones,50.001-100.000 hab,288.0,0.0003
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Otras situaciones,100.001-500.000 hab,417.0,0.0005
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Mujer,Muy baja,Desempleados,<10.000 hab,760.0,0.0009
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Mujer,Muy baja,Desempleados,10.001-50.000 hab,1292.0,0.0015
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Mujer,Muy baja,Desempleados,50.001-100.000 hab,787.0,0.0009
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Mujer,Muy baja,Desempleados,100.001-500.000 hab,1537.0,0.0018
2017,15-34 años,30-34 años,N05B - ANSIOLITICOS,Mujer,Muy baja,Desempleados,>500.000 hab,412.0,0.0005
2017,15-34 años,30-34 años,N05C - HIPNOTICOS Y SEDANTES,Hombre,<18.000 ? /año,Activos,<10.000 hab,306.0,0.0004
2017,15-34 años,30-34 años,N05C - HIPNOTICOS Y SEDANTES,Hombre,<18.000 ? /año,Activos,10.001-50.000 hab,776.0,0.0009
2017,15-34 años,30-34 años,N05C - HIPNOTICOS Y SEDANTES,Hombre,<18.000 ? /año,Activos,50.001-100.000 hab,346.0,0.0004
2017,15-34 años,30-34 años,N05C - HIPNOTICOS Y SEDANTES,Hombre,<18.000 ? /año,Activos,100.001-500.000 hab,471.0,0.0006
2017,15-34 años,30-34 años,N05C - HIPNOTICOS Y SEDANTES,Hombre,<18.000 ? /año,Activos,>500.000 hab,282.0,0.0003
2017,15-34 años,30-34 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,Activos,<10.000 hab,433.0,0.0005
2017,15-34 años,30-34 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,Activos,10.001-50.000 hab,1065.0,0.0012
2017,15-34 años,30-34 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,Activos,50.001-100.000 hab,669.0,0.0008
2017,15-34 años,30-34 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,Activos,100.001-500.000 hab,1063.0,0.0012
2017,15-34 años,30-34 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,Activos,>500.000 hab,515.0,0.0006
2017,15-34 años,30-34 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,No activos,10.001-50.000 hab,263.0,0.0003
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Hombre,18.000-99.999 ? /año,Activos,<10.000 hab,291.0,0.0003
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Hombre,18.000-99.999 ? /año,Activos,10.001-50.000 hab,656.0,0.0008
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Hombre,18.000-99.999 ? /año,Activos,50.001-100.000 hab,329.0,0.0004
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Hombre,18.000-99.999 ? /año,Activos,100.001-500.000 hab,589.0,0.0007
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Hombre,18.000-99.999 ? /año,Activos,>500.000 hab,571.0,0.0007
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,Activos,<10.000 hab,1710.0,0.002
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,Activos,10.001-50.000 hab,2188.0,0.0026
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,Activos,50.001-100.000 hab,1396.0,0.0016
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,Activos,100.001-500.000 hab,2228.0,0.0026
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,Activos,>500.000 hab,1022.0,0.0012
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,Desempleados,<10.000 hab,366.0,0.0004
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,Desempleados,10.001-50.000 hab,544.0,0.0006
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,Desempleados,100.001-500.000 hab,494.0,0.0006
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,No activos,<10.000 hab,338.0,0.0004
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,No activos,10.001-50.000 hab,744.0,0.0009
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,No activos,50.001-100.000 hab,494.0,0.0006
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,No activos,100.001-500.000 hab,607.0,0.0007
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,Pensionistas,100.001-500.000 hab,297.0,0.0003
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Hombre,Muy baja,Desempleados,100.001-500.000 hab,296.0,0.0003
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,Activos,<10.000 hab,449.0,0.0005
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,Activos,10.001-50.000 hab,890.0,0.001
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,Activos,50.001-100.000 hab,527.0,0.0006
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,Activos,100.001-500.000 hab,887.0,0.001
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,Activos,>500.000 hab,721.0,0.0008
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Mujer,<18.000 ? /año,Activos,<10.000 hab,2970.0,0.0035
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Mujer,<18.000 ? /año,Activos,10.001-50.000 hab,4555.0,0.0053
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Mujer,<18.000 ? /año,Activos,50.001-100.000 hab,3033.0,0.0036
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Mujer,<18.000 ? /año,Activos,100.001-500.000 hab,5212.0,0.0061
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Mujer,<18.000 ? /año,Activos,>500.000 hab,2387.0,0.0028
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Mujer,<18.000 ? /año,Desempleados,<10.000 hab,830.0,0.001
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Mujer,<18.000 ? /año,Desempleados,10.001-50.000 hab,1118.0,0.0013
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Mujer,<18.000 ? /año,Desempleados,50.001-100.000 hab,523.0,0.0006
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Mujer,<18.000 ? /año,Desempleados,100.001-500.000 hab,1101.0,0.0013
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Mujer,<18.000 ? /año,Desempleados,>500.000 hab,403.0,0.0005
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Mujer,<18.000 ? /año,No activos,<10.000 hab,625.0,0.0007
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Mujer,<18.000 ? /año,No activos,10.001-50.000 hab,1004.0,0.0012
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Mujer,<18.000 ? /año,No activos,50.001-100.000 hab,584.0,0.0007
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Mujer,<18.000 ? /año,No activos,100.001-500.000 hab,1059.0,0.0012
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Mujer,<18.000 ? /año,No activos,>500.000 hab,313.0,0.0004
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Mujer,<18.000 ? /año,Otras situaciones,100.001-500.000 hab,320.0,0.0004
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Mujer,Muy baja,Desempleados,<10.000 hab,472.0,0.0006
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Mujer,Muy baja,Desempleados,10.001-50.000 hab,748.0,0.0009
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Mujer,Muy baja,Desempleados,50.001-100.000 hab,398.0,0.0005
2017,15-34 años,30-34 años,N06A - ANTIDEPRESIVOS,Mujer,Muy baja,Desempleados,100.001-500.000 hab,977.0,0.0011
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Hombre,18.000-99.999 ? /año,Activos,<10.000 hab,348.0,0.0004
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Hombre,18.000-99.999 ? /año,Activos,10.001-50.000 hab,380.0,0.0004
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Hombre,18.000-99.999 ? /año,Activos,100.001-500.000 hab,421.0,0.0005
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,Activos,<10.000 hab,856.0,0.001
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,Activos,10.001-50.000 hab,1047.0,0.0012
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,Activos,50.001-100.000 hab,653.0,0.0008
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,Activos,100.001-500.000 hab,1110.0,0.0013
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,Activos,>500.000 hab,489.0,0.0006
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,Desempleados,10.001-50.000 hab,373.0,0.0004
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,Desempleados,100.001-500.000 hab,306.0,0.0004
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,No activos,10.001-50.000 hab,378.0,0.0004
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,No activos,50.001-100.000 hab,323.0,0.0004
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,No activos,100.001-500.000 hab,458.0,0.0005
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,Pensionistas,<10.000 hab,509.0,0.0006
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,Pensionistas,10.001-50.000 hab,712.0,0.0008
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,Pensionistas,50.001-100.000 hab,575.0,0.0007
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,Pensionistas,100.001-500.000 hab,753.0,0.0009
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Hombre,Muy baja,Desempleados,10.001-50.000 hab,323.0,0.0004
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Hombre,Muy baja,Desempleados,100.001-500.000 hab,358.0,0.0004
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Hombre,Muy baja,Pensionistas,10.001-50.000 hab,549.0,0.0006
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Hombre,Muy baja,Pensionistas,50.001-100.000 hab,391.0,0.0005
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Hombre,Muy baja,Pensionistas,100.001-500.000 hab,585.0,0.0007
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Mujer,18.000-99.999 ? /año,Activos,<10.000 hab,279.0,0.0003
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Mujer,18.000-99.999 ? /año,Activos,10.001-50.000 hab,443.0,0.0005
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Mujer,18.000-99.999 ? /año,Activos,100.001-500.000 hab,613.0,0.0007
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,Activos,<10.000 hab,1297.0,0.0015
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,Activos,10.001-50.000 hab,1666.0,0.002
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,Activos,50.001-100.000 hab,1053.0,0.0012
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,Activos,100.001-500.000 hab,1485.0,0.0017
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,Activos,>500.000 hab,632.0,0.0007
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,Desempleados,<10.000 hab,290.0,0.0003
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,Desempleados,10.001-50.000 hab,377.0,0.0004
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,Desempleados,100.001-500.000 hab,337.0,0.0004
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,No activos,<10.000 hab,343.0,0.0004
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,No activos,10.001-50.000 hab,447.0,0.0005
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,No activos,50.001-100.000 hab,262.0,0.0003
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,No activos,100.001-500.000 hab,282.0,0.0003
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,Pensionistas,10.001-50.000 hab,387.0,0.0005
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Mujer,Muy baja,Desempleados,<10.000 hab,297.0,0.0003
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Mujer,Muy baja,Desempleados,10.001-50.000 hab,267.0,0.0003
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Mujer,Muy baja,Desempleados,100.001-500.000 hab,314.0,0.0004
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Mujer,Muy baja,Pensionistas,10.001-50.000 hab,305.0,0.0004
2017,35-64 años,35-39 años,N05A - ANTIPSICOTICOS,Mujer,Muy baja,Pensionistas,100.001-500.000 hab,324.0,0.0004
2017,35-64 años,35-39 años,N05B - ANSIOLITICOS,Hombre,18.000-99.999 ? /año,Activos,<10.000 hab,1860.0,0.0022
2017,35-64 años,35-39 años,N05B - ANSIOLITICOS,Hombre,18.000-99.999 ? /año,Activos,10.001-50.000 hab,3482.0,0.0041
2017,35-64 años,35-39 años,N05B - ANSIOLITICOS,Hombre,18.000-99.999 ? /año,Activos,50.001-100.000 hab,1933.0,0.0023
2017,35-64 años,35-39 años,N05B - ANSIOLITICOS,Hombre,18.000-99.999 ? /año,Activos,100.001-500.000 hab,3193.0,0.0037
2017,35-64 años,35-39 años,N05B - ANSIOLITICOS,Hombre,18.000-99.999 ? /año,Activos,>500.000 hab,1594.0,0.0019
2017,35-64 años,35-39 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Activos,<10.000 hab,5611.0,0.0066
2017,35-64 años,35-39 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Activos,10.001-50.000 hab,6876.0,0.0081
2017,35-64 años,35-39 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Activos,50.001-100.000 hab,3681.0,0.0043
2017,35-64 años,35-39 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Activos,100.001-500.000 hab,6714.0,0.0079
2017,35-64 años,35-39 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Activos,>500.000 hab,2695.0,0.0032
2017,35-64 años,35-39 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Desempleados,<10.000 hab,736.0,0.0009
2017,35-64 años,35-39 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Desempleados,10.001-50.000 hab,1361.0,0.0016
2017,35-64 años,35-39 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Desempleados,50.001-100.000 hab,792.0,0.0009
2017,35-64 años,35-39 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Desempleados,100.001-500.000 hab,1284.0,0.0015
2017,35-64 años,35-39 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Desempleados,>500.000 hab,470.0,0.0006
2017,35-64 años,35-39 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,No activos,<10.000 hab,515.0,0.0006
2017,35-64 años,35-39 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,No activos,10.001-50.000 hab,874.0,0.001
